Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_DayOfWeek,Order_Month,Order_to_Pickup_Minutes
35,4.8,Stormy,Jam ,van,Metropolitian ,125,Toys,7.60180033473793,20,4,4,10.0
39,4.4,Sandstorms,Jam ,van,Metropolitian ,200,Kitchen,13.735893137599103,21,0,2,10.0
20,4.9,Stormy,Low ,scooter ,Other,95,Toys,13.68149202266889,22,6,3,15.0
30,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,170,Electronics,20.44292976252901,18,6,3,15.0
31,4.8,Fog,Medium ,motorcycle ,Urban ,210,Kitchen,10.86728673513013,18,4,3,15.0
34,4.5,Windy,Jam ,scooter ,Metropolitian ,195,Pet Supplies,13.184475668044943,20,5,2,10.0
34,4.7,Cloudy,Low ,motorcycle ,Urban ,18,Grocery,1.4652507248457556,9,6,2,15.0
23,4.6,Cloudy,Medium ,scooter ,Metropolitian ,160,Sports,12.421212735966003,18,6,3,15.0
34,4.8,Fog,Jam ,van,Metropolitian ,190,Electronics,16.36832247217209,21,5,2,15.0
25,4.7,Sandstorms,High ,van,Urban ,50,Sports,6.29013467763468,13,3,3,5.0
35,4.3,Sandstorms,Jam ,scooter ,Urban ,215,Pet Supplies,13.58258356489648,20,2,4,10.0
23,4.5,Fog,Jam ,van,Metropolitian ,140,Outdoors,4.657153007152837,21,4,4,15.0
27,4.7,Cloudy,High ,motorcycle ,Metropolitian ,110,Jewelry,3.073644027723396,11,2,3,5.0
25,4.5,Fog,Medium ,motorcycle ,Metropolitian ,170,Electronics,13.58258356489648,19,3,3,15.0
26,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Electronics,17.16659103781352,19,4,2,15.0
20,5.0,Fog,Jam ,motorcycle ,Metropolitian ,150,Kitchen,4.6820319502057455,20,3,2,15.0
28,4.8,Windy,Jam ,motorcycle ,Urban ,140,Electronics,7.601385733164932,20,1,3,5.0
38,4.633780473846858,Stormy,Jam ,van,Metropolitian ,190,Shoes,13.427981831457974,20,4,2,15.0
23,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,185,Jewelry,17.09752492719776,17,6,3,5.0
35,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,125,Books,1.513073455729525,8,1,3,5.0
27,4.9,Fog,Low ,van,Metropolitian ,110,Electronics,20.44292976252901,23,0,4,15.0
37,4.5,Sunny,Low ,motorcycle ,Metropolitian ,140,Toys,10.880951367269885,23,0,4,5.0
38,4.1,Fog,Jam ,scooter ,Metropolitian ,195,Sports,9.348298807291807,20,0,3,15.0
31,4.7,Sandstorms,Low ,van,Urban ,80,Home,16.412746797461725,22,5,2,10.0
30,4.5,Windy,Medium ,motorcycle ,Metropolitian ,135,Outdoors,9.435201537430714,18,6,3,15.0
32,4.7,Stormy,Low ,motorcycle ,Metropolitian ,135,Books,17.078029070273278,23,2,3,10.0
23,4.9,Cloudy,Low ,motorcycle ,Urban ,105,Home,3.1089883297657854,10,1,3,5.0
30,4.6,Windy,Low ,scooter ,Metropolitian ,105,Cosmetics,3.0734222587643045,9,0,3,15.0
23,4.7,Sandstorms,Low ,scooter ,Urban ,95,Home,3.0644638558352577,10,5,3,15.0
29,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Cosmetics,9.074744674241003,18,2,3,10.0
27,5.0,Windy,Jam ,scooter ,Urban ,75,Toys,19.661310204458474,19,4,3,10.0
26,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,105,Toys,1.465158713283059,10,4,2,5.0
21,4.5,Windy,Jam ,van,Metropolitian ,95,Sports,16.903843893839564,19,6,3,15.0
24,4.6,Sunny,Medium ,motorcycle ,Other,130,Home,16.601240146481178,17,3,3,15.0
32,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,200,Clothing,19.362740471251666,21,2,3,10.0
33,4.9,Sunny,Medium ,scooter ,Urban ,105,Snacks,6.208827615119002,15,1,4,10.0
23,4.8,Sandstorms,High ,scooter ,Other,50,Jewelry,6.218153086065015,13,5,3,10.0
34,4.9,Windy,Low ,van,Metropolitian ,145,Shoes,1.5147814055665174,9,4,4,15.0
38,4.6,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Sports,12.074047498027575,22,4,3,15.0
31,4.2,Windy,Medium ,scooter ,Urban ,185,Books,10.72465156807538,18,2,3,5.0
31,4.8,Windy,Low ,van,Urban ,75,Jewelry,10.723264172167632,22,1,3,15.0
38,5.0,Sunny,Low ,motorcycle ,Metropolitian ,135,Sports,1.488347124650747,10,1,2,10.0
22,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Shoes,13.406088270680275,19,6,3,5.0
37,4.8,Stormy,Low ,motorcycle ,Metropolitian ,130,Shoes,12.419724873245404,22,5,3,15.0
26,4.0,Sunny,Jam ,motorcycle ,Urban ,160,Snacks,19.76027880154466,19,4,3,5.0
28,4.8,Fog,Jam ,motorcycle ,Metropolitian ,195,Cosmetics,13.611566722125085,21,0,3,15.0
21,4.8,Sandstorms,Medium ,motorcycle ,Urban ,135,Apparel,9.264431306460905,17,4,2,15.0
21,4.4,Fog,Medium ,scooter ,Metropolitian ,160,Electronics,19.975286862388522,17,1,3,10.0
32,5.0,Fog,Low ,motorcycle ,Metropolitian ,75,Skincare,1.5094817638297648,10,2,3,5.0
32,4.0,Fog,High ,motorcycle ,Metropolitian ,155,Apparel,1.520369481743939,11,2,3,10.0
21,4.8,Sunny,Low ,motorcycle ,Urban ,105,Shoes,16.645616859134407,23,5,2,15.0
37,4.7,Stormy,Medium ,motorcycle ,Metropolitian ,150,Clothing,8.988011991138638,18,4,2,15.0
22,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,145,Toys,16.63687991359242,19,5,3,15.0
35,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,140,Cosmetics,14.15280068944862,20,0,4,15.0
30,4.9,Windy,Low ,motorcycle ,Metropolitian ,110,Outdoors,10.72562572441868,22,3,3,10.0
27,4.5,Sunny,Low ,motorcycle ,Metropolitian ,85,Sports,9.435201537430714,22,4,2,15.0
37,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,75,Apparel,9.056024276265346,18,5,3,15.0
21,4.6,Fog,Jam ,motorcycle ,Metropolitian ,180,Sports,16.60246716832672,20,2,3,15.0
23,4.5,Sandstorms,Medium ,van,Metropolitian ,135,Apparel,13.989146264477116,18,0,3,5.0
20,4.9,Fog,Jam ,motorcycle ,Other,22,Grocery,9.326577421221064,21,6,4,10.0
24,4.7,Stormy,Low ,motorcycle ,Urban ,70,Pet Supplies,1.4981517843346028,8,1,2,15.0
35,4.2,Stormy,Medium ,motorcycle ,Metropolitian ,165,Toys,5.874880844729763,16,6,2,10.0
21,4.7,Sandstorms,Jam ,scooter ,Metropolitian ,120,Apparel,17.138074588551884,19,6,3,10.0
33,4.7,Cloudy,Low ,motorcycle ,Urban ,130,Books,1.5323596444882273,9,1,3,5.0
25,4.6,Fog,Medium ,van,Metropolitian ,50,Home,9.219878421275038,18,5,3,5.0
20,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,65,Books,7.762480218802449,18,6,3,5.0
36,5.0,Windy,High ,motorcycle ,Metropolitian ,160,Pet Supplies,6.03744523636816,13,5,3,10.0
37,4.9,Cloudy,Medium ,motorcycle ,Urban ,95,Apparel,4.591636071834256,17,5,3,15.0
23,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Outdoors,20.853426491969202,18,5,4,15.0
33,4.8,Sandstorms,High ,motorcycle ,Metropolitian ,170,Outdoors,1.5368199501604665,11,1,4,5.0
29,4.5,Cloudy,Low ,scooter ,Urban ,50,Cosmetics,1.4898452333109367,11,1,4,15.0
34,4.8,Sunny,Low ,motorcycle ,Metropolitian ,105,Toys,1.5147927355664839,9,6,4,5.0
29,5.0,Stormy,Jam ,motorcycle ,Urban ,120,Outdoors,8.940047176804278,19,0,3,15.0
23,4.6,Sandstorms,Medium ,scooter ,Urban ,140,Pet Supplies,9.07462863182012,17,1,3,10.0
32,4.8,Sunny,Low ,motorcycle ,Metropolitian ,90,Electronics,10.704672233866505,22,2,3,15.0
27,4.6,Cloudy,High ,scooter ,Metropolitian ,23,Grocery,1.5368334425195926,11,5,3,5.0
32,4.6,Sunny,Low ,van,Urban ,90,Jewelry,20.176811965426133,22,3,3,10.0
22,4.8,Sunny,Medium ,scooter ,Urban ,55,Skincare,4.657159718107683,18,3,3,5.0
22,4.6,Fog,Jam ,motorcycle ,Metropolitian ,100,Pet Supplies,9.348109676504626,20,2,3,5.0
28,4.9,Sandstorms,Medium ,scooter ,Urban ,28,Grocery,12.580267822400963,18,4,2,15.0
28,5.0,Sunny,Medium ,scooter ,Metropolitian ,75,Clothing,14.021816217041177,17,6,3,5.0
34,4.6,Stormy,Low ,scooter ,Metropolitian ,120,Books,12.293290453033771,23,2,4,15.0
33,5.0,Cloudy,Jam ,scooter ,Metropolitian ,48,Grocery,19.975286862388522,20,4,3,15.0
31,4.5,Windy,Low ,motorcycle ,Metropolitian ,130,Books,12.293677673573285,22,6,3,5.0
21,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,85,Cosmetics,20.851862908260976,18,3,3,15.0
32,5.0,Sandstorms,High ,van,Metropolitian ,31,Grocery,1.5302594894332384,12,4,3,5.0
33,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,215,Clothing,19.975520086221444,19,1,3,15.0
22,4.6,Stormy,Jam ,van,Metropolitian ,75,Kitchen,12.256076445468295,22,2,3,10.0
22,4.5,Sunny,Medium ,scooter ,Metropolitian ,75,Cosmetics,12.108246672929488,18,5,2,15.0
33,4.6,Fog,Jam ,motorcycle ,Metropolitian ,140,Snacks,7.564859910416516,19,3,3,5.0
28,4.9,Stormy,Medium ,motorcycle ,Metropolitian ,80,Snacks,13.63090323633241,18,1,3,5.0
30,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,135,Electronics,20.18269322461139,20,2,3,15.0
30,4.3,Cloudy,Low ,motorcycle ,Urban ,190,Home,19.916122613819716,22,6,3,5.0
26,4.6,Stormy,Low ,motorcycle ,Metropolitian ,14,Grocery,4.537601588065108,23,2,3,10.0
32,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,145,Books,10.867434750937747,21,4,3,15.0
20,4.8,Sunny,Medium ,scooter ,Urban ,16,Grocery,12.464369459117805,17,2,3,5.0
23,4.6,Cloudy,Low ,van,Metropolitian ,125,Home,14.044994047947716,22,4,2,15.0
26,4.9,Fog,Low ,motorcycle ,Metropolitian ,95,Toys,4.469606139374459,0,2,3,5.0
27,5.0,Windy,Low ,motorcycle ,Urban ,85,Snacks,17.29786575291325,22,0,2,10.0
37,4.8,Fog,Low ,motorcycle ,Metropolitian ,105,Electronics,1.5147453171152914,8,0,3,5.0
28,5.0,Windy,Jam ,motorcycle ,Metropolitian ,65,Apparel,7.546876906900249,20,0,3,5.0
23,4.8,Stormy,Medium ,scooter ,Metropolitian ,125,Apparel,20.856833724898493,18,3,3,5.0
22,4.8,Fog,Medium ,motorcycle ,Urban ,110,Clothing,4.657619913371798,17,0,3,15.0
23,4.7,Cloudy,Low ,motorcycle ,Urban ,100,Jewelry,12.580267822400963,22,1,3,5.0
38,4.9,Sunny,Low ,motorcycle ,Other,65,Apparel,3.0646598407974865,10,3,3,10.0
32,4.6,Stormy,High ,scooter ,Metropolitian ,135,Sports,6.128684140033282,12,6,4,15.0
32,4.3,Stormy,Jam ,van,Metropolitian ,185,Clothing,16.647364725917534,20,4,2,15.0
37,4.8,Cloudy,Jam ,motorcycle ,Urban ,140,Kitchen,9.075352487619899,20,1,3,5.0
36,5.0,Fog,Low ,motorcycle ,Metropolitian ,185,Apparel,20.18081128090421,22,5,4,15.0
24,4.5,Sunny,Medium ,scooter ,Urban ,55,Home,6.218030984114243,15,5,3,10.0
29,4.9,Sandstorms,Low ,van,Metropolitian ,70,Books,3.052730710034894,8,6,2,15.0
38,4.8,Windy,Medium ,motorcycle ,Metropolitian ,155,Snacks,7.631500138051357,18,3,2,15.0
20,4.6,Windy,Medium ,scooter ,Metropolitian ,130,Snacks,7.762556904358444,17,5,3,10.0
25,4.7,Sandstorms,Jam ,scooter ,Urban ,90,Pet Supplies,7.720324413179964,19,6,2,5.0
28,4.0,Sandstorms,High ,motorcycle ,Metropolitian ,190,Skincare,6.049788909378549,12,1,3,15.0
34,4.9,Sunny,Low ,motorcycle ,Metropolitian ,135,Cosmetics,12.418462399627495,22,5,4,15.0
27,4.9,Sunny,Medium ,motorcycle ,Metropolitian ,95,Apparel,14.15280068944862,18,3,3,15.0
37,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Clothing,6.146925931738805,15,0,3,5.0
31,4.7,Windy,Jam ,motorcycle ,Metropolitian ,235,Toys,12.209798594600825,20,2,2,15.0
37,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,130,Shoes,9.314419797615273,20,5,3,15.0
32,5.0,Windy,Low ,motorcycle ,Metropolitian ,145,Books,1.5094466586405106,8,6,4,5.0
38,4.3,Windy,Medium ,scooter ,Metropolitian ,190,Jewelry,19.36744052557847,17,3,3,5.0
27,4.9,Cloudy,Low ,motorcycle ,Urban ,95,Apparel,1.5545086492841058,8,0,3,15.0
23,4.8,Fog,Jam ,motorcycle ,Metropolitian ,120,Clothing,7.54640142147466,22,2,3,15.0
27,4.9,Fog,Jam ,scooter ,Urban ,155,Skincare,9.220550607824233,19,1,3,15.0
24,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Toys,12.256834609677016,20,2,3,15.0
22,4.8,Fog,Jam ,scooter ,Metropolitian ,150,Shoes,10.427225702895106,21,5,3,5.0
24,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,100,Shoes,13.583332471810195,22,0,4,5.0
29,4.6,Sunny,Jam ,van,Metropolitian ,70,Electronics,10.27908705554764,20,4,2,5.0
31,4.9,Cloudy,Jam ,motorcycle ,Metropolitian ,130,Home,9.348072739621905,21,3,3,10.0
30,4.4,Sandstorms,Low ,motorcycle ,Metropolitian ,135,Electronics,4.464766878776638,22,4,2,15.0
38,4.1,Stormy,Medium ,motorcycle ,Metropolitian ,165,Skincare,6.127106344248052,15,0,3,10.0
24,4.9,Fog,Jam ,motorcycle ,Metropolitian ,110,Pet Supplies,7.562921044749782,20,1,3,5.0
26,4.7,Fog,High ,scooter ,Urban ,125,Clothing,6.050461888076144,15,4,4,5.0
25,4.7,Windy,High ,van,Metropolitian ,130,Pet Supplies,3.1046608747206426,11,3,3,5.0
29,5.0,Sunny,Low ,motorcycle ,Urban ,130,Cosmetics,12.256076445468295,23,1,3,15.0
36,5.0,Sunny,Low ,motorcycle ,Metropolitian ,13,Grocery,1.5523182877499084,8,3,3,10.0
29,4.8,Windy,Jam ,scooter ,Metropolitian ,85,Sports,20.183799025948787,20,3,3,5.0
25,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,145,Home,10.642292301678436,18,5,3,15.0
29,4.8,Stormy,High ,van,Metropolitian ,125,Jewelry,6.217860689144307,14,5,3,5.0
35,4.5,Sunny,Low ,motorcycle ,Metropolitian ,105,Kitchen,20.068696929514367,22,5,2,15.0
38,4.8,Stormy,High ,scooter ,Metropolitian ,140,Toys,3.1089029191679383,11,1,3,10.0
31,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Sports,10.708220667367794,21,6,3,15.0
36,4.2,Cloudy,High ,motorcycle ,Metropolitian ,160,Shoes,6.080891507842322,13,2,3,5.0
27,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,155,Clothing,9.15769392685663,21,6,2,5.0
31,4.6,Cloudy,Jam ,scooter ,Metropolitian ,190,Shoes,13.68148555689137,20,1,3,10.0
20,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Snacks,13.735965288529389,20,0,2,15.0
24,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,30,Grocery,11.007734763744617,20,2,2,10.0
33,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,150,Jewelry,12.294166376369665,22,0,4,10.0
27,4.7,Fog,Jam ,motorcycle ,Metropolitian ,200,Electronics,10.90598905626876,20,2,3,5.0
29,5.0,Sunny,Low ,scooter ,Metropolitian ,110,Home,9.07534450196205,23,1,3,15.0
35,4.9,Fog,Low ,scooter ,Metropolitian ,75,Toys,9.313691518325752,22,5,3,10.0
30,4.4,Windy,Medium ,motorcycle ,Metropolitian ,245,Apparel,14.021816217041177,18,1,3,5.0
34,3.9,Windy,Jam ,scooter ,Urban ,180,Apparel,10.923392843668251,21,0,2,15.0
23,4.8,Windy,Low ,motorcycle ,Metropolitian ,90,Kitchen,20.25292440884735,23,0,3,-1425.0
35,4.6,Windy,Low ,motorcycle ,Metropolitian ,105,Books,13.631330662170873,22,2,3,5.0
20,5.0,Cloudy,High ,scooter ,Metropolitian ,135,Shoes,6.128627670485153,14,3,3,10.0
30,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,135,Snacks,20.181161774852512,19,4,3,5.0
30,4.5,Sunny,Jam ,scooter ,Metropolitian ,80,Books,9.435201537430714,20,6,2,15.0
25,4.6,Sandstorms,Low ,van,Metropolitian ,85,Clothing,16.721976048741215,22,6,3,15.0
35,4.8,Sandstorms,Medium ,van,Metropolitian ,150,Home,16.645145383443758,18,2,2,5.0
26,4.2,Sandstorms,High ,motorcycle ,Metropolitian ,160,Books,6.29013467763468,14,4,4,10.0
38,4.4,Windy,Low ,motorcycle ,Metropolitian ,115,Books,1.544016399331778,10,6,2,5.0
22,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,30,Grocery,4.464864633689886,20,1,2,15.0
21,4.9,Stormy,Jam ,scooter ,Metropolitian ,115,Jewelry,11.007734763744617,20,0,4,5.0
34,4.7,Fog,Medium ,motorcycle ,Metropolitian ,190,Skincare,10.602504075104976,17,2,3,5.0
22,4.9,Cloudy,High ,scooter ,Metropolitian ,135,Clothing,6.217860689144307,14,3,3,15.0
28,4.8,Fog,Low ,motorcycle ,Metropolitian ,90,Shoes,3.088376284911997,9,4,2,15.0
23,4.7,Fog,Low ,motorcycle ,Urban ,60,Kitchen,1.5522933461661421,10,3,3,10.0
39,4.3,Cloudy,Low ,motorcycle ,Metropolitian ,195,Clothing,16.59866734050554,23,1,3,5.0
21,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,145,Books,7.461099952825721,17,4,2,5.0
25,5.0,Fog,High ,motorcycle ,Metropolitian ,160,Snacks,6.081389116676368,13,1,4,10.0
39,4.2,Stormy,Jam ,scooter ,Metropolitian ,170,Apparel,20.857115324129595,20,6,3,10.0
35,4.7,Sunny,Jam ,scooter ,Metropolitian ,135,Sports,17.137482577838597,21,0,3,15.0
34,4.5,Stormy,Jam ,motorcycle ,Metropolitian ,220,Electronics,16.63579806090435,19,6,3,5.0
36,4.6,Fog,Jam ,scooter ,Metropolitian ,180,Apparel,9.219691659523848,20,0,3,5.0
24,4.9,Sunny,Jam ,motorcycle ,Urban ,95,Kitchen,4.5890994584359515,21,2,3,10.0
37,4.9,Fog,Jam ,motorcycle ,Metropolitian ,180,Books,10.428262034058305,22,3,3,5.0
28,4.6,Fog,Medium ,scooter ,Metropolitian ,165,Electronics,12.071652559029582,18,2,4,15.0
27,4.7,Sunny,High ,scooter ,Metropolitian ,60,Skincare,6.08119089136717,13,6,4,5.0
25,4.6,Stormy,Low ,scooter ,Metropolitian ,85,Skincare,1.529743511582863,8,1,3,10.0
31,4.9,Sunny,Jam ,motorcycle ,Urban ,85,Toys,11.919595217848318,21,1,3,15.0
28,4.9,Sunny,Low ,motorcycle ,Urban ,75,Books,3.145067434621583,9,2,3,10.0
38,5.0,Sandstorms,Jam ,scooter ,Metropolitian ,150,Home,9.363795317587472,20,1,2,15.0
20,5.0,Cloudy,Medium ,motorcycle ,Metropolitian ,135,Shoes,19.76188040923094,18,5,4,15.0
37,4.9,Fog,Jam ,motorcycle ,Metropolitian ,240,Kitchen,13.406029476290724,20,0,3,10.0
38,5.0,Cloudy,Medium ,scooter ,Metropolitian ,36,Grocery,12.256321133212229,17,2,3,10.0
20,5.0,Windy,Jam ,motorcycle ,Metropolitian ,185,Clothing,12.421407858787804,19,1,3,5.0
37,4.4,Sandstorms,Medium ,scooter ,Metropolitian ,170,Sports,20.44292976252901,18,4,3,5.0
20,4.7,Cloudy,Low ,scooter ,Metropolitian ,115,Outdoors,10.60216485230212,22,5,3,10.0
30,4.8,Fog,Jam ,scooter ,Metropolitian ,145,Snacks,7.772809995408273,20,4,3,10.0
36,4.3,Stormy,Low ,motorcycle ,Metropolitian ,165,Shoes,3.052701203227866,8,4,2,10.0
33,4.9,Fog,Low ,motorcycle ,Urban ,120,Kitchen,3.05993332724141,9,1,4,10.0
34,4.9,Sandstorms,Low ,scooter ,Metropolitian ,140,Cosmetics,4.717601092054723,22,6,4,10.0
25,4.8,Sunny,Jam ,scooter ,Urban ,55,Skincare,10.60245939514964,21,3,3,15.0
25,5.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,29,Grocery,4.469203457950985,20,5,3,10.0
38,4.8,Fog,Low ,van,Metropolitian ,75,Cosmetics,7.8626681674103684,23,3,3,5.0
35,4.1,Cloudy,Jam ,scooter ,Metropolitian ,245,Skincare,20.25378851608599,19,1,3,10.0
38,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,165,Apparel,4.674266565274251,20,0,3,5.0
35,4.9,Windy,High ,motorcycle ,Metropolitian ,235,Shoes,1.554508559519504,11,3,3,15.0
34,4.8,Windy,High ,motorcycle ,Metropolitian ,175,Apparel,3.1051449132268645,11,3,3,15.0
34,4.7,Sunny,Low ,motorcycle ,Urban ,145,Snacks,1.572533729286321,9,4,4,10.0
34,4.6,Cloudy,Low ,motorcycle ,Urban ,26,Grocery,3.1091344143312867,9,2,3,5.0
26,4.8,Stormy,Low ,scooter ,Metropolitian ,80,Shoes,4.469351491411031,0,4,3,15.0
20,4.7,Windy,Medium ,motorcycle ,Metropolitian ,75,Outdoors,7.567371172860539,17,3,2,10.0
27,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,200,Outdoors,12.09893438000095,19,1,3,10.0
29,4.6,Stormy,Medium ,scooter ,Urban ,90,Jewelry,10.868240116750805,17,6,3,10.0
30,4.6,Windy,Low ,motorcycle ,Metropolitian ,95,Clothing,16.81997876421149,22,4,3,5.0
26,4.8,Windy,Low ,scooter ,Urban ,75,Kitchen,3.1089751947120248,9,1,4,15.0
37,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,175,Books,19.362530001074916,23,1,3,10.0
39,4.7,Windy,Jam ,motorcycle ,Metropolitian ,185,Apparel,20.850948424311873,19,4,3,10.0
27,4.5,Sandstorms,Medium ,motorcycle ,Metropolitian ,50,Outdoors,5.9687903256445685,16,3,2,5.0
21,4.8,Sandstorms,Low ,van,Metropolitian ,90,Skincare,10.571315446710582,23,0,2,10.0
35,4.7,Stormy,Jam ,motorcycle ,Metropolitian ,220,Electronics,9.315035594044879,21,3,3,10.0
31,4.7,Windy,Jam ,motorcycle ,Semi-Urban ,250,Kitchen,16.368506664486496,20,5,2,10.0
25,4.7,Stormy,Low ,scooter ,Metropolitian ,95,Books,1.4922842147892668,10,4,2,5.0
38,4.6,Fog,Jam ,motorcycle ,Metropolitian ,155,Skincare,4.5890994584359515,19,0,3,5.0
26,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,95,Cosmetics,9.348134176984027,23,6,4,5.0
27,4.7,Stormy,Jam ,motorcycle ,Metropolitian ,135,Cosmetics,13.611544388190575,20,6,3,15.0
39,4.9,Cloudy,Jam ,scooter ,Metropolitian ,210,Electronics,20.506685809982404,21,4,2,5.0
31,4.5,Stormy,High ,motorcycle ,Metropolitian ,125,Jewelry,6.2104161583775,12,3,3,10.0
29,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,120,Shoes,16.60246716832672,22,4,3,5.0
25,5.0,Sunny,Low ,motorcycle ,Metropolitian ,105,Sports,4.528282400326012,23,5,3,5.0
37,4.9,Stormy,Jam ,scooter ,Urban ,31,Grocery,4.657153007152837,19,1,4,15.0
23,4.6,Fog,Jam ,motorcycle ,Metropolitian ,205,Skincare,19.618918347479877,19,1,3,10.0
39,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,130,Electronics,1.5204190072774333,9,0,3,5.0
27,4.5,Sandstorms,Medium ,motorcycle ,Urban ,105,Electronics,7.60168152834193,17,1,3,5.0
34,4.9,Sandstorms,Medium ,motorcycle ,Urban ,26,Grocery,6.210030477135088,16,1,3,10.0
38,4.8,Cloudy,Medium ,motorcycle ,Metropolitian ,17,Grocery,7.80255476855983,18,4,2,15.0
33,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,115,Cosmetics,7.719013857207678,20,1,2,10.0
23,4.8,Sunny,Low ,scooter ,Metropolitian ,110,Snacks,1.5545266759919338,9,5,3,15.0
31,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,105,Sports,7.546676276224336,20,3,3,10.0
35,4.7,Windy,Low ,scooter ,Urban ,115,Electronics,1.572533729286321,10,0,3,15.0
30,4.7,Sandstorms,Low ,scooter ,Metropolitian ,125,Outdoors,1.558114851289754,8,3,3,5.0
39,4.9,Windy,Medium ,motorcycle ,Metropolitian ,150,Shoes,10.60245939514964,17,4,3,10.0
36,4.5,Sunny,Medium ,motorcycle ,Metropolitian ,125,Pet Supplies,13.612451541411557,17,2,4,10.0
28,4.7,Sunny,Low ,motorcycle ,Metropolitian ,90,Clothing,7.60161677107109,23,0,3,-1425.0
35,4.7,Fog,Medium ,motorcycle ,Metropolitian ,130,Sports,9.326616348118742,18,5,3,15.0
29,4.8,Sunny,Medium ,motorcycle ,Other,105,Jewelry,6.050355980667948,16,4,4,10.0
31,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,235,Home,16.659917302375398,19,5,4,15.0
30,4.1,Fog,Low ,motorcycle ,Metropolitian ,195,Outdoors,13.68148555689137,23,5,4,5.0
39,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,75,Books,12.294187491090893,17,5,4,15.0
38,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,140,Snacks,1.536829311966258,9,4,3,15.0
38,4.9,Stormy,High ,scooter ,Metropolitian ,140,Apparel,6.2179328802641525,14,3,3,5.0
36,4.7,Sunny,High ,motorcycle ,Metropolitian ,110,Sports,2.9797958851316784,11,4,3,15.0
37,4.6,Stormy,Medium ,motorcycle ,Metropolitian ,25,Grocery,7.660348489150972,18,1,4,5.0
31,4.6,Stormy,Low ,scooter ,Urban ,100,Electronics,9.088084092164259,23,4,3,10.0
30,4.9,Fog,Jam ,motorcycle ,Metropolitian ,235,Electronics,11.90486548713048,19,0,2,5.0
20,4.6,Sunny,Medium ,scooter ,Metropolitian ,95,Kitchen,5.860420473448054,15,4,2,10.0
32,4.0,Sandstorms,High ,motorcycle ,Metropolitian ,170,Toys,6.209089325963786,12,6,4,10.0
36,4.8,Cloudy,Medium ,scooter ,Metropolitian ,75,Clothing,7.448086298120235,18,5,3,15.0
22,4.8,Windy,Medium ,motorcycle ,Urban ,120,Home,8.938176353487746,18,5,3,5.0
38,4.6,Stormy,Medium ,scooter ,Metropolitian ,130,Toys,7.448412467877649,17,3,3,5.0
32,4.8,Windy,Low ,scooter ,Metropolitian ,145,Kitchen,1.4651613615197694,10,4,2,10.0
28,4.8,Windy,Jam ,van,Metropolitian ,85,Clothing,7.450185408246092,19,3,3,15.0
23,5.0,Windy,Low ,van,Urban ,85,Sports,14.022253080995233,23,2,3,5.0
39,4.0,Windy,Jam ,motorcycle ,Metropolitian ,220,Toys,9.075228438646324,21,2,3,15.0
